"Setting type ----------------------------",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,-
"Primary care offices",48.1,1.4
"Surgical specialty offices",16.4,1
"Medical specialty offices",18.4,1
"Hospital outpatient departments",7.4,0.8
"Hospital emergency departments",9.7,0.5
,,
,,
"Urban-rural classification",,
"Urban-rural classification",,
"Urban-rural classification",,
,,
,,
"Large central metro",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,-
"Primary care offices",52.1,3
"Surgical specialty offices",14.4,1.6
"Medical specialty offices",15.7,1.6
"Hospital outpatient departments",7.3,1.1
"Hospital emergency departments",10.5,1.2
,,
"Large fringe metro",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,-
"Primary care offices",49.6,2.8
"Surgical specialty offices",16.9,1.9
"Medical specialty offices",19.4,2
"Hospital outpatient departments",5.9,1.1
"Hospital emergency departments",8.1,1
,,
"Medium metro",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,-
"Primary care offices",42.4,2.9
"Surgical specialty offices",18,2.2
"Medical specialty offices",21.1,2.4
"Hospital outpatient departments",8,1.7
"Hospital emergency departments",10.4,1.3
,,
"Small metro",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,-
"Primary care offices",50.7,4.9
"Surgical specialty offices",16.9,2.5
"Medical specialty offices",16.3,2.2
"Hospital outpatient departments",6.8,2
"Hospital emergency departments",9.2,2.4
,,
Nonmetropolitan,,
,,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,-
"Primary care offices",45.5,3.2
"Surgical specialty offices",16.1,2
"Medical specialty offices",19.1,2.1
"Hospital outpatient departments",9.5,2.5
"Hospital emergency departments",9.8,1.4
,,
Micropolitan,,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,-
"Primary care offices",47.1,3.9
"Surgical specialty offices",17.7,2.3
"Medical specialty offices",20.7,2.7
"Hospital outpatient departments",5.9,1.4
"Hospital emergency departments",8.6,1.7
,,
"Noncore (nonmetro)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",43.5,4.6
"Surgical specialty offices",14,2.4
"Medical specialty offices",16.9,3.2
"Hospital outpatient departments",*14.2,5
"Hospital emergency departments",11.4,1.6
,,
,,
"Median household income",,
,,
,,
"Quartile 1 ($0 to $32,793)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",45.1,2.7
"Surgical specialty offices",14,1.3
"Medical specialty offices",16.5,1.7
"Hospital outpatient departments",11,1.9
"Hospital emergency departments",13.4,1.4
,,
"Quartile 2 ($32,794 to $40,626)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",48.1,2
"Surgical specialty offices",15.5,1.3
"Medical specialty offices",17.7,1.5
"Hospital outpatient departments",8.5,1.1
"Hospital emergency departments",10.1,0.8
,,
"Quartile 3 ($40,627 to $52,387)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",44.3,1.8
"Surgical specialty offices",19.7,1.8
"Medical specialty offices",20.7,1.4
"Hospital outpatient departments",6.3,0.8
"Hospital emergency departments",9,0.7
,,
"Quartile 4 ($52,388 and over)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",53,2.2
"Surgical specialty offices",16.3,1.4
"Medical specialty offices",18.8,1.4
"Hospital outpatient departments",4.9,0.8
"Hospital emergency departments",7,0.7
,,
"Percentage with bachelor’s degree or higher",,
,,
"Quartile 1 (0–1283)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",47.6,2.3
"Surgical specialty offices",13.7,1.3
"Medical specialty offices",15.9,1.7
"Hospital outpatient departments",9.8,1.3
"Hospital emergency departments",13,1.1
,,
"Quartile 2 (1284–1966)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",44.5,2.3
"Surgical specialty offices",18.4,1.5
"Medical specialty offices",18.3,1.3
"Hospital outpatient departments",8.2,1.2
"Hospital emergency departments",10.5,0.9
,,
"Quartile 3 (1967–3168)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",49.4,2
"Surgical specialty offices",17.6,1.5
"Medical specialty offices",17.6,1.2
"Hospital outpatient departments",7,0.9
"Hospital emergency departments",8.4,0.6
,,
,,
"Quartile 4 (3169 and over)",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",49.7,2.3
"Surgical specialty offices",15.9,1.3
"Medical specialty offices",21.7,1.6
"Hospital outpatient departments",5.5,0.9
"Hospital emergency departments",7.2,0.7
,,
"Median household income",,
,,
"Less than 5 percent",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",53.7,2.4
"Surgical specialty offices",16.7,1.5
"Medical specialty offices",18.7,1.6
"Hospital outpatient departments",4.4,0.8
"Hospital emergency departments",6.6,0.7
,,
"5.00–9.99 percent",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",47,1.8
"Surgical specialty offices",18.3,1.5
"Medical specialty offices",20,1.3
"Hospital outpatient departments",6,0.7
"Hospital emergency departments",8.8,0.6
,,
"10.00–19.99 percent",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",46.4,2
"Surgical specialty offices",16,1.4
"Medical specialty offices",17.9,1.3
"Hospital outpatient departments",9.1,1.3
"Hospital emergency departments",10.6,0.8
,,
"20 percent of more",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",43.9,3.1
"Surgical specialty offices",13.2,1.3
"Medical specialty offices",16.4,1.9
"Hospital outpatient departments",12.1,1.8
"Hospital emergency departments",14.5,1.4
,,
,,
,,
"Median household income",,
,,
,,
"Less than 20 percent",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",48.6,1.4
"Surgical specialty offices",17,1.1
"Medical specialty offices",18.8,1
"Hospital outpatient departments",6.7,0.8
"Hospital emergency departments",8.9,0.5
,,
"20.00–29.99 percent",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",46.5,2.9
"Surgical specialty offices",13.3,1.5
"Medical specialty offices",16.3,1.7
"Hospital outpatient departments",10.5,1.6
"Hospital emergency departments",13.5,1.4
,,
"30.00–39.99 percent",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",33.5,5.4
"Surgical specialty offices",14.1,2.3
"Medical specialty offices",18.2,5.3
"Hospital outpatient departments",17.3,3.9
"Hospital emergency departments",16.9,2.4
,,
"40 percent or more",,
,,
"Setting type","Percent distribution","Standard error of percent"
"Combined settings",100,
"Primary care offices",45.9,9
"Surgical specialty offices",10,2.1
"Medical specialty offices",*12.3,4.6
"Hospital outpatient departments",14,3.6
"Hospital emergency departments",17.8,4.4
