Poisonings,*
"Other and unspecified effects of external causes",*
"Complications of surgical and medical care, not elsewhere classified",620
"Supplementary classification of factors influencing health status and contact with health services",34145
"Potential health hazards related to communicable diseases",*247
"Potential health hazards related to personal and family history",2213
"Routine infant or child health check",*
"Normal pregnancy",*
"Postpartum care and examination",*
"Encounter for contraceptive management",236
"Other encounter related to reproduction",*
"Lens replaced by pseudophakos",1568
"Artificial opening status and other postsurgical states",4604
"Attention to dressings and sutures",415
"Follow-up examination",8254
"General medical examination",*568
"Observation and evaluation for suspected conditions not found",1294
"Gynecological examination",*
"Other factors influencing health status and contact with health services",14609
"Blank and illegible",2969
