"Synovitis and tenosynovitis",*
"Myalgia and myositis, unspecified",*872
"Other rheumatism,excluding back",1422
"Disorders of bone and cartilage",*
"Other diseases of the musculoskeletal system and connective tissue",*
"Congenital anomalies",818
"Certain conditions originating in the perinatal period",*
"Symptoms, signs, and ill-defined conditions",13244
"Syncope and collapse",554
Convulsions,829
"Dizziness and giddiness",373
"Pyrexia of unknown origin",*
"Symptoms involving skin and other integumentary tissue",1143
Headache,789
Epistaxis,*
"Abnormal heart sounds",645
"Dyspnea and respiratory abnormalities",1010
Cough,*
"Chest pain",1261
"Symptoms involving the urinary system",*
"Abdominal pain","*1,614"
"Other symptoms, signs and ill-defined conditions",4341
"Injury and poisoning",6916
"Fracture of radius and ulna",–
"Fracture of hand and fingers",*
"Fracture of lower limb",*
"Other fractures",*
"Sprains and strains of wrist and hand",*
"Sprains and strains of knee and leg",*
"Sprains and strains of ankle",*
"Sprains and strains of neck",*
"Other sprains and strains of back","*1,142"
"Other sprains and strains",*
"Intracranial injury, excluding those with skull fracture",*
"Open wound of head",*
"Open wound of hand and fingers",*
"Other open wound",*
"Superficial injuries of cornea",*
"Other superficial injury",*
"Contusion with intact skin surface",*
"Other injuries",*537
Poisonings,*
"Other and unspecified effects of external causes","*1,255"
"Complications of surgical and medical care, not elsewhere classified",*
"Supplementary classification of factors influencing health status and contact with health services",23901
"Potential health hazards related to communicable diseases",*707
"Potential health hazards related to personal and family history",2620
"Routine infant or child health check",*
"Normal pregnancy",*
"Postpartum care and examination",*
"Encounter for contraceptive management",*
"Other encounter related to reproduction",*
"Lens replaced by pseudophakos",–
"Artificial opening status and other postsurgical states",542
"Attention to dressings and sutures",*
"Follow-up examination",3427
"General medical examination","*2,862"
"Observation and evaluation for suspected conditions not found",1677
"Gynecological examination",*
"Other factors influencing health status and contact with health services",11469
"Blank and illegible",4011
